Station,Time,水质类别,Temp,pH,DO,EC,Turbidity,CODMn,NH3N,TP,TN,叶绿素α(mg/L),Cell,Date
兰山嘴,2021-12-22 20:00:00,Ⅲ,10.4,8.51,12.87,437.5,6.8,4.34,0.025,0.026,1.15,0.009,2560360.0,2021-12-22
兰山嘴,2021-12-23 00:00:00,Ⅲ,10.4,8.25,11.94,443.7,24.0,5.07,0.025,0.026,1.15,0.008,531705.0,2021-12-23
兰山嘴,2021-12-23 04:00:00,Ⅲ,9.9,7.96,11.31,449.4,10.2,3.22,0.025,0.03,1.27,0.005,242695.0,2021-12-23
兰山嘴,2021-12-23 12:00:00,Ⅳ,10.6,7.98,11.74,464.9,9.8,7.66,0.025,0.035,1.5,0.006,491836.0,2021-12-23
兰山嘴,2021-12-23 16:00:00,Ⅳ,11.7,8.15,12.5,465.5,13.6,6.13,0.025,0.035,1.62,0.009,4118350.0,2021-12-23
兰山嘴,2021-12-23 20:00:00,Ⅲ,10.7,7.92,11.63,470.6,10.7,4.87,0.029,0.033,1.56,0.007,180602.0,2021-12-23
兰山嘴,2021-12-24 00:00:00,Ⅲ,10.7,7.85,11.28,471.7,10.0,4.87,0.041,0.032,1.61,0.007,382482.0,2021-12-24
兰山嘴,2021-12-24 12:00:00,Ⅲ,10.7,7.94,11.67,475.3,16.4,5.05,0.026,0.04,1.65,0.007,248438.0,2021-12-24
兰山嘴,2021-12-27 16:00:00,Ⅳ,5.7,7.69,12.26,495.6,63.2,5.56,0.155,0.089,1.94,0.006,5497730.0,2021-12-27
兰山嘴,2021-12-27 20:00:00,Ⅳ,5.5,7.83,12.18,506.6,66.2,6.04,0.117,0.093,1.93,0.004,6090410.0,2021-12-27
兰山嘴,2021-12-28 00:00:00,Ⅳ,5.3,7.84,12.12,501.9,61.2,6.04,1.445,0.089,1.92,0.008,6622290.0,2021-12-28
兰山嘴,2021-12-28 04:00:00,Ⅳ,5.1,7.79,12.03,507.3,53.0,5.29,1.459,0.087,1.94,0.005,6340910.0,2021-12-28
兰山嘴,2021-12-28 08:00:00,Ⅳ,5.0,7.76,12.04,511.0,45.5,4.84,0.158,0.075,2.0,0.003,8116340.0,2021-12-28
兰山嘴,2021-12-28 16:00:00,Ⅳ,5.3,7.79,12.27,492.4,49.1,5.28,0.173,0.083,2.09,0.004,5202580.0,2021-12-28
兰山嘴,2021-12-30 12:00:00,Ⅲ,5.4,7.83,12.47,488.6,30.5,4.41,0.07,0.048,1.94,0.004,2818590.0,2021-12-30
兰山嘴,2022-01-11 08:00:00,Ⅳ,7.0,7.78,11.34,524.6,36.1,3.92,0.298,0.068,2.22,0.002,3305620.0,2022-01-11
兰山嘴,2022-01-11 12:00:00,Ⅳ,7.4,7.88,11.5,505.3,31.4,4.05,0.217,0.062,2.2,0.003,3298550.0,2022-01-11
兰山嘴,2022-01-11 16:00:00,Ⅳ,7.6,7.92,11.68,506.2,32.2,3.83,0.209,0.059,2.27,0.004,3062230.0,2022-01-11
兰山嘴,2022-01-12 08:00:00,Ⅳ,6.6,7.92,11.6,516.6,36.3,3.98,0.241,0.064,2.24,0.003,3002630.0,2022-01-12
兰山嘴,2022-01-12 12:00:00,Ⅳ,6.8,7.92,11.9,532.4,52.0,4.36,0.252,0.09,2.36,0.003,4015820.0,2022-01-12
兰山嘴,2022-01-12 16:00:00,Ⅳ,7.2,7.94,11.96,519.7,51.0,4.34,0.225,0.077,2.26,0.003,3610770.0,2022-01-12
兰山嘴,2022-01-14 12:00:00,Ⅳ,6.1,7.95,12.21,540.4,56.2,4.71,0.247,0.078,2.24,0.002,2855110.0,2022-01-14
兰山嘴,2022-01-14 16:00:00,Ⅳ,6.1,7.86,12.16,512.4,59.7,4.41,0.193,0.091,2.21,0.001,2082340.0,2022-01-14
兰山嘴,2022-01-19 08:00:00,Ⅳ,7.6,7.92,11.62,526.5,28.5,3.78,0.235,0.066,2.13,0.004,597695.0,2022-01-19
兰山嘴,2022-01-19 12:00:00,Ⅳ,7.9,7.98,11.88,525.3,28.6,3.74,0.156,0.065,2.1,0.004,529916.0,2022-01-19
兰山嘴,2022-01-19 16:00:00,Ⅳ,9.0,7.84,12.42,524.1,24.8,3.74,0.156,0.071,2.1,0.007,4353880.0,2022-01-19
兰山嘴,2022-01-19 20:00:00,Ⅳ,8.5,7.82,11.96,528.9,26.0,3.68,0.146,0.064,2.2,0.004,3197170.0,2022-01-19
兰山嘴,2022-01-20 00:00:00,Ⅳ,8.1,7.81,11.86,531.4,29.8,3.68,0.141,0.066,2.14,0.004,2854940.0,2022-01-20
兰山嘴,2022-01-20 04:00:00,Ⅳ,8.0,7.73,11.75,533.6,49.6,3.98,0.151,0.082,2.19,0.004,3840610.0,2022-01-20
兰山嘴,2022-01-20 08:00:00,Ⅴ,7.8,7.65,11.56,546.0,83.6,4.61,0.216,0.107,2.27,0.003,5815440.0,2022-01-20
兰山嘴,2022-01-20 12:00:00,Ⅴ,7.9,7.8,11.69,552.8,71.7,4.29,0.211,0.106,2.31,0.004,4704710.0,2022-01-20
兰山嘴,2022-01-20 16:00:00,Ⅳ,8.2,7.77,11.76,563.9,63.4,4.43,0.243,0.098,2.32,0.005,4802670.0,2022-01-20
兰山嘴,2022-01-20 20:00:00,Ⅴ,8.1,7.74,11.92,562.8,72.3,4.92,0.273,0.109,2.53,0.008,5765940.0,2022-01-20
兰山嘴,2022-01-21 00:00:00,Ⅴ,7.9,7.64,11.78,563.1,86.4,4.92,0.28,0.125,2.51,0.008,6199390.0,2022-01-21
兰山嘴,2022-01-21 04:00:00,Ⅴ,7.7,7.76,11.63,564.5,81.8,4.96,0.297,0.131,2.52,0.007,5879470.0,2022-01-21
兰山嘴,2022-01-21 08:00:00,Ⅴ,7.6,7.67,11.57,567.3,90.6,5.3,0.303,0.124,2.58,0.006,6009260.0,2022-01-21
兰山嘴,2022-01-21 12:00:00,Ⅴ,7.7,7.81,11.63,575.2,87.6,5.21,0.319,0.13,2.67,0.005,5856480.0,2022-01-21
兰山嘴,2022-02-10 08:00:00,Ⅳ,5.3,7.71,12.03,480.8,49.1,3.76,0.144,0.057,2.33,0.005,5154430.0,2022-02-10
兰山嘴,2022-02-10 12:00:00,Ⅳ,5.5,7.75,12.19,479.1,50.7,3.9,0.125,0.06,2.4,0.004,4780120.0,2022-02-10
兰山嘴,2022-02-11 08:00:00,Ⅳ,5.5,7.82,12.32,507.2,47.1,3.86,0.089,0.063,2.08,0.004,5585220.0,2022-02-11
兰山嘴,2022-02-11 16:00:00,Ⅳ,5.6,7.75,12.14,504.4,46.2,3.69,0.164,0.069,2.35,0.005,4200690.0,2022-02-11
兰山嘴,2022-02-11 20:00:00,Ⅳ,5.7,7.61,11.57,488.6,51.2,4.08,0.502,0.086,3.25,0.004,4200270.0,2022-02-11
兰山嘴,2022-02-12 00:00:00,Ⅴ,5.9,7.62,11.48,514.6,61.2,4.08,0.742,0.119,3.69,0.005,4382020.0,2022-02-12
兰山嘴,2022-02-12 04:00:00,Ⅴ,5.9,7.63,11.5,517.9,58.5,4.75,0.778,0.129,3.65,0.004,4239640.0,2022-02-12
兰山嘴,2022-02-12 16:00:00,Ⅴ,6.6,7.61,11.1,520.5,33.1,4.49,0.76,0.103,3.8,0.008,4485230.0,2022-02-12
兰山嘴,2022-02-12 20:00:00,Ⅳ,6.7,7.54,10.76,527.2,30.8,4.47,0.798,0.1,3.88,0.007,3382210.0,2022-02-12
兰山嘴,2022-02-13 00:00:00,Ⅳ,6.8,7.54,10.7,533.0,27.0,4.47,0.802,0.095,3.87,0.007,3931250.0,2022-02-13
兰山嘴,2022-02-13 04:00:00,Ⅳ,6.8,7.54,10.52,532.3,25.8,4.29,0.825,0.091,3.9,0.005,3799840.0,2022-02-13
兰山嘴,2022-02-13 08:00:00,Ⅳ,6.4,7.52,10.72,535.2,24.4,4.25,0.836,0.079,3.99,0.006,3585180.0,2022-02-13
兰山嘴,2022-02-13 12:00:00,Ⅳ,6.6,7.58,10.93,533.2,23.9,4.24,0.788,0.088,3.88,0.006,3469790.0,2022-02-13
兰山嘴,2022-02-13 16:00:00,Ⅳ,6.8,7.61,11.05,528.4,21.2,4.29,0.783,0.086,3.84,0.008,4170510.0,2022-02-13
兰山嘴,2022-02-13 20:00:00,Ⅳ,6.8,7.57,10.85,527.1,20.5,4.29,0.783,0.086,3.84,0.007,3577450.0,2022-02-13
兰山嘴,2022-02-18 04:00:00,,5.8,7.72,11.84,539.5,144.0,,,,,0.005,7161810.0,2022-02-18
兰山嘴,2022-02-18 20:00:00,,5.6,7.96,12.07,652.8,101.3,6.38,,0.21,,0.006,5894480.0,2022-02-18
兰山嘴,2022-02-19 00:00:00,Ⅴ,5.6,7.92,12.05,651.7,93.8,6.38,0.101,0.159,2.82,0.005,5650800.0,2022-02-19
兰山嘴,2022-02-19 04:00:00,Ⅴ,5.5,7.89,12.03,638.0,91.6,6.38,0.101,0.159,2.82,0.005,5707830.0,2022-02-19
兰山嘴,2022-02-22 12:00:00,Ⅳ,6.5,7.96,12.2,647.2,25.6,4.11,0.073,0.058,2.76,0.004,3355650.0,2022-02-22
兰山嘴,2022-02-22 16:00:00,Ⅳ,7.8,7.96,12.33,649.0,23.6,4.11,0.078,0.053,2.82,0.004,3455720.0,2022-02-22
兰山嘴,2022-02-22 20:00:00,Ⅲ,6.4,7.95,12.32,642.9,23.2,4.08,0.102,0.044,2.88,0.005,3415110.0,2022-02-22
兰山嘴,2022-02-23 00:00:00,Ⅲ,6.2,7.93,12.28,640.9,22.9,4.08,0.118,0.041,2.85,0.004,3436410.0,2022-02-23
兰山嘴,2022-02-23 04:00:00,Ⅲ,6.0,7.92,12.14,646.3,23.0,4.02,0.078,0.036,2.7,0.004,3228370.0,2022-02-23
兰山嘴,2022-02-23 08:00:00,Ⅲ,6.1,7.92,12.08,646.6,22.9,3.97,0.063,0.029,2.64,0.004,3313590.0,2022-02-23
兰山嘴,2022-02-23 12:00:00,Ⅳ,8.5,7.92,12.12,621.7,22.2,4.16,0.228,0.071,3.13,0.002,3221200.0,2022-02-23
兰山嘴,2022-02-23 16:00:00,Ⅳ,9.6,7.98,12.4,641.4,21.6,4.17,0.106,0.056,2.75,0.003,3903370.0,2022-02-23
兰山嘴,2022-03-01 08:00:00,Ⅳ,10.9,8.02,12.01,590.3,13.7,3.91,0.135,0.064,2.73,0.009,8842140.0,2022-03-01
兰山嘴,2022-03-01 12:00:00,Ⅳ,11.6,8.14,12.61,598.6,14.5,4.09,0.092,0.066,,0.007,8411210.0,2022-03-01
兰山嘴,2022-03-01 16:00:00,Ⅳ,11.8,8.1,12.31,594.3,17.4,4.0,0.104,0.066,2.11,0.007,7455810.0,2022-03-01
兰山嘴,2022-03-02 08:00:00,Ⅳ,11.2,8.06,11.62,607.4,20.5,3.99,0.037,0.067,2.92,0.009,8780210.0,2022-03-02
兰山嘴,2022-03-02 12:00:00,Ⅳ,11.7,8.11,12.02,591.2,19.8,4.19,0.058,0.072,3.12,0.008,9317930.0,2022-03-02
兰山嘴,2022-03-07 08:00:00,Ⅳ,12.2,7.78,9.91,533.1,44.5,4.12,0.163,0.078,3.56,0.005,8090060.0,2022-03-07
兰山嘴,2022-03-07 12:00:00,Ⅳ,13.5,7.94,10.64,535.1,37.2,4.18,0.15,0.089,3.56,0.006,9045540.0,2022-03-07
兰山嘴,2022-03-08 16:00:00,Ⅳ,14.0,7.84,11.01,539.7,22.0,4.11,0.161,0.064,3.84,0.006,3566390.0,2022-03-08
兰山嘴,2022-03-08 20:00:00,Ⅳ,13.9,7.78,10.54,529.9,23.6,4.3,0.18,0.064,3.58,0.005,3212250.0,2022-03-08
兰山嘴,2022-03-09 00:00:00,Ⅳ,13.7,7.72,10.25,518.1,30.7,4.24,0.174,0.065,3.66,0.005,3232610.0,2022-03-09
兰山嘴,2022-03-09 04:00:00,Ⅳ,13.5,7.76,10.22,520.1,32.5,4.24,0.14,0.071,3.63,0.005,3341920.0,2022-03-09
兰山嘴,2022-03-09 08:00:00,Ⅳ,13.4,7.75,10.08,528.0,31.3,4.24,0.141,0.071,3.63,0.005,3330530.0,2022-03-09
兰山嘴,2022-03-09 12:00:00,Ⅳ,14.9,7.94,10.86,529.0,25.1,4.0,0.122,0.067,3.56,0.005,4379210.0,2022-03-09
兰山嘴,2022-03-09 16:00:00,Ⅳ,15.4,8.12,11.95,544.0,22.9,4.32,0.103,0.072,3.56,0.007,4144400.0,2022-03-09
兰山嘴,2022-03-10 08:00:00,Ⅳ,14.0,7.89,10.38,522.8,40.7,4.36,0.094,0.074,3.51,0.006,3870710.0,2022-03-10
兰山嘴,2022-03-10 12:00:00,Ⅳ,14.4,8.04,10.88,538.2,36.2,4.93,0.074,0.086,3.46,0.009,4676320.0,2022-03-10
兰山嘴,2022-03-10 16:00:00,Ⅳ,15.0,8.14,11.46,538.2,27.6,4.93,0.067,0.086,3.45,0.011,5141860.0,2022-03-10
兰山嘴,2022-03-11 08:00:00,Ⅳ,14.7,7.78,9.82,542.9,21.2,4.46,0.131,0.077,3.31,0.006,3834040.0,2022-03-11
兰山嘴,2022-03-11 12:00:00,Ⅳ,16.4,8.25,12.04,549.0,17.6,5.05,0.153,0.083,3.31,0.005,3874380.0,2022-03-11
兰山嘴,2022-03-11 16:00:00,Ⅳ,17.3,8.27,12.96,543.6,15.8,4.6,0.176,0.07,3.22,0.008,4228950.0,2022-03-11
兰山嘴,2022-03-11 20:00:00,Ⅳ,17.7,8.4,12.99,545.1,12.6,4.53,0.107,0.061,3.23,0.006,3762000.0,2022-03-11
兰山嘴,2022-03-12 16:00:00,Ⅳ,17.6,8.21,12.14,547.0,14.2,4.89,0.091,0.072,,0.007,4575560.0,2022-03-12
兰山嘴,2022-03-12 20:00:00,Ⅳ,17.5,8.17,11.64,547.9,13.8,4.75,0.097,0.067,2.67,0.008,4304000.0,2022-03-12
兰山嘴,2022-03-13 00:00:00,Ⅳ,17.3,8.05,11.02,547.4,14.8,4.75,0.07,0.066,2.6,0.007,4267770.0,2022-03-13
兰山嘴,2022-03-13 04:00:00,Ⅳ,17.2,8.04,10.94,550.2,18.9,4.8,0.052,0.074,3.09,0.009,4729450.0,2022-03-13
兰山嘴,2022-03-13 08:00:00,Ⅳ,17.2,8.1,10.92,553.0,16.6,4.81,0.06,0.07,3.1,0.01,5086390.0,2022-03-13
兰山嘴,2022-03-13 12:00:00,Ⅳ,19.1,8.56,14.04,550.4,14.0,6.37,0.025,0.09,3.1,0.01,5983470.0,2022-03-13
兰山嘴,2022-03-13 16:00:00,Ⅳ,19.5,8.75,15.34,548.2,12.5,6.68,0.025,0.077,2.58,0.02,8494570.0,2022-03-13
兰山嘴,2022-03-13 20:00:00,Ⅳ,19.5,8.74,15.08,549.6,9.7,4.75,0.025,0.055,2.49,0.01,4680950.0,2022-03-13
兰山嘴,2022-03-14 00:00:00,Ⅳ,19.1,8.63,14.91,550.7,10.0,4.75,0.025,0.056,2.6,0.009,4686830.0,2022-03-14
兰山嘴,2022-03-14 04:00:00,Ⅳ,18.8,8.54,14.02,554.2,9.6,4.66,0.025,0.058,2.74,0.01,4937780.0,2022-03-14
兰山嘴,2022-03-14 12:00:00,Ⅳ,19.3,8.75,16.45,553.4,11.0,7.14,0.025,0.089,,0.022,8365540.0,2022-03-14
兰山嘴,2022-03-14 16:00:00,Ⅳ,19.0,8.65,14.13,557.7,31.8,5.87,0.025,0.087,1.96,0.015,6991480.0,2022-03-14
兰山嘴,2022-03-15 08:00:00,Ⅴ,17.6,8.4,10.73,555.7,55.6,6.08,0.025,0.108,2.92,0.017,7801720.0,2022-03-15
兰山嘴,2022-03-15 16:00:00,Ⅳ,18.6,8.58,11.56,548.8,51.2,5.86,0.025,0.095,2.81,0.014,7540020.0,2022-03-15
兰山嘴,2022-03-16 00:00:00,Ⅳ,18.2,8.4,10.1,544.8,51.5,6.0,0.025,0.09,2.89,0.013,6603780.0,2022-03-16
兰山嘴,2022-03-16 04:00:00,Ⅳ,18.0,8.26,9.54,537.2,48.3,6.0,0.025,0.094,2.96,0.01,5724340.0,2022-03-16
兰山嘴,2022-03-16 12:00:00,Ⅳ,18.6,8.42,10.54,537.1,30.7,5.03,0.025,0.087,3.01,0.016,6885290.0,2022-03-16
兰山嘴,2022-03-16 16:00:00,Ⅴ,19.4,8.74,13.97,531.5,23.2,6.25,0.025,0.1,3.01,0.019,8065850.0,2022-03-16
兰山嘴,2022-03-16 20:00:00,Ⅳ,20.0,8.83,15.18,530.8,17.5,6.32,0.025,0.079,3.1,0.007,4820520.0,2022-03-16
兰山嘴,2022-03-17 00:00:00,Ⅳ,19.0,8.56,11.61,535.4,21.7,5.02,0.025,0.061,2.97,0.01,5174240.0,2022-03-17
兰山嘴,2022-03-17 04:00:00,Ⅳ,18.7,8.45,10.48,535.4,77.2,5.02,0.025,0.069,2.88,0.014,6959000.0,2022-03-17
兰山嘴,2022-03-17 08:00:00,Ⅴ,18.4,8.38,9.81,528.5,74.9,6.36,0.025,0.118,2.85,0.009,6210780.0,2022-03-17
兰山嘴,2022-03-17 12:00:00,Ⅴ,18.2,8.26,9.29,519.8,101.2,5.63,0.025,0.103,2.81,0.012,7650870.0,2022-03-17
兰山嘴,2022-03-17 16:00:00,Ⅴ,17.5,8.12,9.02,535.8,138.6,7.15,0.025,0.127,2.8,0.01,7950350.0,2022-03-17
兰山嘴,2022-03-17 20:00:00,Ⅴ,16.9,8.02,8.94,535.5,128.0,7.0,0.025,0.141,2.7,0.01,7348130.0,2022-03-17
兰山嘴,2022-03-18 08:00:00,Ⅴ,15.1,7.91,8.87,516.3,90.1,5.7,0.025,0.117,3.02,0.009,6032050.0,2022-03-18
兰山嘴,2022-03-18 12:00:00,Ⅴ,15.1,8.04,9.22,511.8,68.8,5.13,0.025,0.1,3.02,0.008,5283070.0,2022-03-18
兰山嘴,2022-03-18 16:00:00,Ⅴ,15.4,8.09,9.41,513.8,52.1,5.06,0.025,0.103,,0.009,4896020.0,2022-03-18
兰山嘴,2022-03-23 12:00:00,,11.5,7.84,10.67,502.1,67.7,,,0.005,2.56,0.007,4792930.0,2022-03-23
兰山嘴,2022-03-24 16:00:00,Ⅴ,12.7,7.8,10.93,502.8,80.9,4.72,0.031,0.118,2.46,0.003,3398600.0,2022-03-24
兰山嘴,2022-03-24 20:00:00,Ⅴ,12.6,7.76,10.68,496.9,97.9,4.8,0.025,0.122,2.57,0.003,3235420.0,2022-03-24
兰山嘴,2022-03-25 00:00:00,Ⅴ,12.6,7.78,10.6,502.5,99.7,4.8,0.025,0.122,2.44,0.003,3404370.0,2022-03-25
兰山嘴,2022-03-25 04:00:00,Ⅴ,12.7,7.69,10.2,510.8,125.0,5.42,0.142,0.161,2.35,0.004,4333350.0,2022-03-25
兰山嘴,2022-03-25 08:00:00,Ⅴ,12.8,7.64,10.0,500.5,137.2,5.57,0.209,0.162,2.25,0.003,4369130.0,2022-03-25
兰山嘴,2022-03-25 12:00:00,Ⅴ,13.1,7.65,10.0,500.5,112.7,5.38,0.113,0.163,,0.004,4183300.0,2022-03-25
兰山嘴,2022-03-25 16:00:00,Ⅴ,13.4,7.74,10.2,511.0,90.7,5.09,0.081,0.156,,0.004,3735380.0,2022-03-25
兰山嘴,2022-03-25 20:00:00,Ⅴ,13.3,7.74,10.06,515.9,86.2,4.44,0.072,0.127,,0.003,3090310.0,2022-03-25
兰山嘴,2022-03-26 00:00:00,Ⅴ,13.3,7.77,10.04,519.0,79.4,4.44,0.053,0.118,,0.003,2803320.0,2022-03-26
兰山嘴,2022-03-26 04:00:00,Ⅴ,13.3,7.71,9.93,511.9,77.8,4.34,0.093,0.12,,0.003,2739940.0,2022-03-26
兰山嘴,2022-03-26 08:00:00,Ⅴ,13.2,7.71,9.91,510.0,69.2,4.09,0.103,0.112,,0.003,2592700.0,2022-03-26
兰山嘴,2022-03-26 12:00:00,Ⅴ,13.8,7.77,10.12,511.9,69.4,4.17,0.077,0.115,,0.003,3113400.0,2022-03-26
兰山嘴,2022-03-26 16:00:00,Ⅴ,14.0,7.8,10.24,510.7,58.4,3.99,0.086,0.108,,0.003,2566420.0,2022-03-26
兰山嘴,2022-03-26 20:00:00,Ⅴ,14.0,7.8,10.14,509.9,49.3,3.99,0.112,0.104,,0.003,2304830.0,2022-03-26
兰山嘴,2022-03-27 00:00:00,Ⅳ,14.0,7.76,9.96,508.6,45.7,3.99,0.127,0.1,,0.003,1959740.0,2022-03-27
兰山嘴,2022-03-27 04:00:00,Ⅳ,14.0,7.63,9.64,447.3,33.1,3.64,0.258,0.091,,0.003,2075380.0,2022-03-27
兰山嘴,2022-03-27 08:00:00,Ⅳ,14.3,7.62,9.59,443.3,29.8,3.73,0.253,0.096,,0.005,2691910.0,2022-03-27
兰山嘴,2022-03-27 12:00:00,Ⅳ,15.8,7.84,10.63,397.3,31.5,3.49,0.248,0.09,,0.002,1894490.0,2022-03-27
兰山嘴,2022-03-27 16:00:00,Ⅳ,15.0,7.8,10.3,442.1,29.4,3.64,0.282,0.09,,0.003,2055560.0,2022-03-27
兰山嘴,2022-03-27 20:00:00,Ⅴ,14.4,7.91,10.71,494.0,52.8,4.18,0.142,0.107,2.53,0.003,2401180.0,2022-03-27
兰山嘴,2022-03-28 00:00:00,Ⅴ,14.2,7.67,9.98,432.2,78.4,4.18,0.214,0.126,2.53,0.002,2733800.0,2022-03-28
兰山嘴,2022-03-28 04:00:00,Ⅴ,14.0,7.67,9.9,448.5,77.4,4.24,0.208,0.122,2.67,0.003,2698440.0,2022-03-28
兰山嘴,2022-03-28 08:00:00,Ⅴ,13.9,7.69,9.86,462.5,79.5,4.48,0.207,0.123,2.59,0.003,2997100.0,2022-03-28
兰山嘴,2022-03-28 12:00:00,Ⅴ,13.9,7.78,10.02,467.9,71.3,4.28,0.179,0.126,2.61,0.003,2823060.0,2022-03-28
兰山嘴,2022-03-28 16:00:00,Ⅴ,14.4,7.72,10.02,416.4,87.1,4.27,0.145,0.134,2.79,0.003,3192690.0,2022-03-28
兰山嘴,2022-03-28 20:00:00,Ⅴ,14.3,7.68,10.02,416.2,88.6,4.22,0.062,0.111,2.85,0.002,2904800.0,2022-03-28
兰山嘴,2022-03-29 00:00:00,Ⅴ,14.1,7.75,10.12,442.4,102.1,4.22,0.039,0.132,2.66,0.003,3195340.0,2022-03-29
兰山嘴,2022-03-29 04:00:00,Ⅴ,13.7,7.75,9.97,435.9,118.6,4.71,0.097,0.138,2.6,0.002,3726180.0,2022-03-29
兰山嘴,2022-03-29 12:00:00,Ⅴ,14.1,7.9,10.28,513.6,106.2,4.17,0.025,0.12,2.64,0.002,3524710.0,2022-03-29
兰山嘴,2022-03-29 16:00:00,Ⅴ,14.7,7.96,10.38,523.4,90.2,4.11,0.025,0.102,2.54,0.003,3188060.0,2022-03-29
兰山嘴,2022-03-29 20:00:00,Ⅴ,14.6,8.01,10.45,508.4,93.3,4.34,0.025,0.105,2.61,0.003,3394570.0,2022-03-29
兰山嘴,2022-03-30 00:00:00,,14.5,7.97,10.26,496.6,78.1,,0.025,0.094,2.66,0.003,2738250.0,2022-03-30
兰山嘴,2022-03-30 04:00:00,,14.4,7.93,10.04,497.6,75.8,,0.025,0.096,2.71,0.002,2465440.0,2022-03-30
兰山嘴,2022-03-30 12:00:00,,16.3,8.4,12.3,496.5,59.9,,0.025,0.148,2.56,0.007,4682200.0,2022-03-30
兰山嘴,2022-03-30 16:00:00,,17.5,8.65,14.51,488.2,52.3,,0.025,0.075,2.58,0.003,2741380.0,2022-03-30
兰山嘴,2022-03-30 20:00:00,,15.8,8.28,11.76,497.6,51.1,,0.025,0.078,2.66,0.003,2073970.0,2022-03-30
兰山嘴,2022-03-31 00:00:00,,15.8,8.28,11.6,488.5,47.0,,0.025,0.069,2.7,0.003,2106150.0,2022-03-31
兰山嘴,2022-03-31 04:00:00,,15.5,8.19,11.05,489.7,57.7,,0.025,0.076,2.73,0.003,2330110.0,2022-03-31
兰山嘴,2022-03-31 08:00:00,,15.3,8.11,10.68,491.3,73.4,,0.025,0.094,2.71,0.004,2942900.0,2022-03-31
兰山嘴,2022-03-31 12:00:00,,15.4,8.17,10.8,490.8,65.5,,0.025,0.088,2.74,0.004,2913880.0,2022-03-31
兰山嘴,2022-03-31 16:00:00,Ⅳ,15.2,8.07,10.76,492.8,75.4,4.42,0.025,0.098,2.75,0.004,3923670.0,2022-03-31
兰山嘴,2022-03-31 20:00:00,Ⅳ,15.1,8.14,10.51,496.4,75.6,4.15,0.025,0.094,2.7,0.004,3069960.0,2022-03-31
兰山嘴,2022-04-01 00:00:00,Ⅳ,14.8,8.08,10.26,502.1,83.4,4.15,0.025,0.097,2.66,0.003,3122420.0,2022-04-01
兰山嘴,2022-04-01 04:00:00,Ⅴ,14.4,8.07,10.16,501.4,78.9,4.16,0.025,0.108,2.76,0.003,2957610.0,2022-04-01
兰山嘴,2022-04-01 12:00:00,Ⅳ,14.2,8.08,10.28,503.7,72.8,3.71,0.025,0.089,2.68,0.003,2745040.0,2022-04-01
兰山嘴,2022-04-01 16:00:00,Ⅳ,14.6,8.13,10.51,507.6,62.2,3.92,0.025,0.088,2.78,0.004,2706350.0,2022-04-01
兰山嘴,2022-04-01 20:00:00,Ⅳ,14.3,8.08,10.37,515.5,56.9,3.63,0.025,0.082,2.63,0.003,2473640.0,2022-04-01
兰山嘴,2022-04-02 00:00:00,Ⅳ,14.1,8.07,10.28,504.7,61.5,3.63,0.025,0.081,2.74,0.003,2357560.0,2022-04-02
兰山嘴,2022-04-02 04:00:00,Ⅳ,13.9,8.06,10.19,499.1,48.8,3.6,0.025,0.081,2.8,0.003,2342960.0,2022-04-02
兰山嘴,2022-04-02 08:00:00,Ⅳ,13.9,8.13,10.5,497.3,41.4,3.83,0.025,0.081,2.84,0.008,3356960.0,2022-04-02
兰山嘴,2022-04-02 16:00:00,Ⅳ,15.3,8.48,12.39,501.0,36.8,4.1,0.025,0.083,2.84,0.005,2930720.0,2022-04-02
兰山嘴,2022-04-02 20:00:00,Ⅳ,15.0,8.46,12.12,499.4,32.3,3.77,0.025,0.064,,0.004,2205760.0,2022-04-02
兰山嘴,2022-04-03 00:00:00,Ⅳ,14.6,8.32,11.54,497.1,29.8,3.77,0.025,0.064,2.74,0.004,2194920.0,2022-04-03
兰山嘴,2022-04-03 04:00:00,Ⅳ,14.3,8.23,11.12,493.9,42.1,3.7,0.025,0.072,2.71,0.004,2504690.0,2022-04-03
兰山嘴,2022-04-03 08:00:00,Ⅳ,14.2,8.25,11.0,489.3,37.2,3.54,0.025,0.067,2.71,0.003,2365920.0,2022-04-03
兰山嘴,2022-04-03 12:00:00,Ⅳ,15.7,8.59,12.84,489.5,31.6,5.74,0.025,0.096,,0.007,5671750.0,2022-04-03
兰山嘴,2022-04-03 16:00:00,Ⅳ,18.5,8.7,15.3,473.4,28.6,6.04,0.025,0.084,2.71,0.004,3256520.0,2022-04-03
兰山嘴,2022-04-03 20:00:00,Ⅳ,15.8,8.58,13.3,482.6,28.2,3.24,0.025,0.05,,0.003,1661700.0,2022-04-03
兰山嘴,2022-04-04 00:00:00,Ⅳ,15.0,8.38,11.69,493.2,60.6,3.24,0.025,0.05,,0.003,3175940.0,2022-04-04
兰山嘴,2022-04-04 04:00:00,Ⅳ,14.6,8.3,11.27,500.1,69.5,3.88,0.025,0.076,2.67,0.003,3291550.0,2022-04-04
兰山嘴,2022-04-04 08:00:00,Ⅳ,14.2,8.19,10.77,510.0,68.2,3.76,0.025,0.072,,0.003,4174360.0,2022-04-04
兰山嘴,2022-04-04 12:00:00,Ⅳ,14.9,8.22,10.78,529.9,67.7,3.75,0.025,0.071,2.67,0.003,3048200.0,2022-04-04
